id,study,type,n,r,PP,math1,math2,age,grade,sample,design
yxj79,Krajewski(2009),1,108,0.33,1,1,1,,,1,2
yxj79,Krajewski(2009),1,108,0.46,1,1,1,,,1,2
yxj79,Krajewski(2009),1,108,0.44,1,1,1,,,1,2
yxj79,Krajewski(2009),1,108,0.31,3,1,1,,,1,2
yxj79,Krajewski(2009),1,108,0.36,1,1,1,,,1,2
yxj79,Krajewski(2009),1,108,0.45,1,1,1,,,1,2
yxj79,Krajewski(2009),1,108,0.35,1,1,1,,,1,2
yxj79,Krajewski(2009),1,108,0.25,1,1,1,,,1,2
yxj79,Krajewski(2009),1,108,0.32,1,1,1,,,1,2
yxj79,Krajewski(2009),1,108,0.34,1,1,1,,,1,2
yxj79,Krajewski(2009),1,108,0.4,1,1,1,,,1,2
yxj79,Krajewski(2009),1,108,0.41,1,1,1,,,1,2
yxj79,Krajewski(2009),1,108,0.52,1,1,1,,,1,2
yxj79,Krajewski(2009),1,108,0.35,1,1,1,,,1,2
yxj79,Krajewski(2009),1,108,0.47,1,1,1,,,1,2
yxj79,Krajewski(2009),1,108,0.47,1,1,1,,,1,2
yxj79,Krajewski(2009),1,108,0.45,1,1,1,,,1,2
yxj79,Krajewski(2009),1,108,0.51,1,1,1,,,1,2
yxj79,Krajewski(2009),1,82,0.42,1,1,1,,,1,2
yxj79,Krajewski(2009),1,82,0.41,1,1,1,,,1,2
yxj80_1,Martin(2011),0,193,0.493,1,2,2,,,1,2
yxj80_1,Martin(2011),0,193,0.512,1,2,1,,,1,2
yxj80_2,Martin(2011),0,93,0.39,1,2,2,,,4,2
yxj80_3,Martin(2011),0,76,0.32,1,2,2,,,1,2
yxj80_4,Martin(2011),0,305,0.36,1,3,1,,,1,2
yxj80_4,Martin(2011),0,305,0.37,1,3,1,,,1,2
yxj80_5,Martin(2011),0,70,0.11,3,1,1,,,1,2
yxj80_5,Martin(2011),0,70,0.35,1,1,1,,,1,2
yxj80_5,Martin(2011),0,70,0.37,1,1,1,,,1,2
yxj80_5,Martin(2011),0,70,0.42,1,1,1,,,1,2
yxj80_5,Martin(2011),0,70,0.25,1,1,1,,,1,2
yxj80_6,Martin(2011),0,88,0.41,1,1,1,,,1,2
yxj80_6,Martin(2011),0,88,0.47,1,1,1,,,1,2
yxj80_6,Martin(2011),0,88,0.51,1,1,1,,,1,2
yxj80_6,Martin(2011),0,88,0.13,1,1,1,,,1,2
yxj80_6,Martin(2011),0,88,0.2,3,1,1,,,1,2
yxj81,Swanson(2006),1,320,0.42,3,3,1,,,1,2
yxj81,Swanson(2006),1,320,0.41,3,2,2,,,1,2
yxj82,Zheng et al(2011),1,310,0.22,3,3,1,9.16,3,1,2
yxj82,Zheng et al(2011),1,310,0.31,3,2,1,9.16,3,1,2
yxj83,Vauras et al (1999),1,181,0.14,3,3,1,,2,1,2
yxj84,Swanson(2011),1,104,0.77,3,3,1,,,1,2
yxj84,Swanson(2011),1,104,0.63,3,3,1,,,1,2
yxj84,Swanson(2011),1,104,0.59,3,2,2,,,1,2
yxj84,Swanson(2011),1,104,0.76,1,3,1,,,1,2
yxj84,Swanson(2011),1,104,0.81,1,3,1,,,1,2
yxj84,Swanson(2011),1,104,0.79,1,2,2,,,1,2
yxj84,Swanson(2011),1,104,0.74,1,3,1,,,1,2
yxj84,Swanson(2011),1,104,0.79,1,2,2,,,1,2
yxj84,Swanson(2011),1,104,0.67,2,3,1,,,1,2
yxj84,Swanson(2011),1,104,0.63,2,3,1,,,1,2
yxj84,Swanson(2011),1,104,0.61,2,2,2,,,1,2
yxj85,Price (2016),1,150,0.27,3,1,1,9.01,2,1,1
yxj85,Price (2016),1,150,0.19,3,1,1,9.01,2,1,1
yxj85,Price (2016),1,150,0.24,3,1,1,9.01,2,1,1
yxj86,Filippetti (2017),1,118,0.84,3,1,1,10.03,,1,1
yxj86,Filippetti (2017),1,118,0.41,3,1,1,10.03,,1,1
yxj86,Filippetti (2017),1,118,0.54,3,1,1,10.03,,1,1
yxj86,Filippetti (2017),1,118,0.59,3,3,1,10.03,,1,1
yxj87,Bull (2018),1,75,0.31,3,1,1,9,,4,1
yxj87,Bull (2018),1,75,0.26,3,1,1,9,,1,1
yxj88,Yang  (2019)unpublished,0,86,0.54,3,2,1,5.83,1,1,1
yxj88,Yang  (2019)unpublished,0,86,0.53,3,3,1,5.83,1,1,1
yxj88,Yang  (2019)unpublished,0,86,0.5,1,2,1,5.83,1,1,1
yxj88,Yang  (2019)unpublished,0,86,0.58,1,3,1,5.83,1,1,1
yxj88,Yang  (2019)unpublished,0,86,0.45,2,2,1,5.83,1,1,1
yxj88,Yang  (2019)unpublished,0,86,0.39,2,3,1,5.83,1,1,1
yxj88,Yang  (2019)unpublished,0,88,0.41,2,2,2,6.66,2,1,1
yxj88,Yang  (2019)unpublished,0,88,0.59,2,2,2,7.2,2,1,2
yxj88,Yang  (2019)unpublished,0,88,0.57,2,2,2,7.74,2,1,1
yxj89,Holmes (2016)unpublished,0,148,0.09,3,3,1,8.91,,1,1
yxj89,Holmes (2016)unpublished,0,148,0.1,3,3,1,8.91,,1,1
yxj89,Holmes (2016)unpublished,0,148,0.09,3,3,1,8.91,,1,1
yxj89,Holmes (2016)unpublished,0,148,0.15,3,3,2,8.91,,1,1
yxj90_1,Zhou (2015),1,120,0.3,3,2,2,8.89,2,1,1
yxj90_2,Zhou (2015),1,146,0.24,3,2,2,9.83,3,1,1
yxj90_3,Zhou (2015),1,158,0.08,3,2,2,10.89,3,1,1
yxj91,Swanson(2004),1,353,0.58,2,3,1,,2,4,
yxj91,Swanson(2004),1,353,0.63,2,2,1,,2,4,
yxj91,Swanson(2004),1,353,0.63,2,3,1,,2,4,
yxj91,Swanson(2004),1,353,0.62,2,2,1,,2,4,
yxj92,zhang et al (2017),1,378,0.15,1,1,1,7.16,1.5,1,2
yxj92,zhang et al (2017),1,378,0.21,1,1,1,7.16,1.5,1,2
yxj92,zhang et al (2017),1,378,0.14,1,2,1,8.58,2,1,2
yxj92,zhang et al (2017),1,378,0.16,1,3,1,8.58,2,1,2
yxj92,zhang et al (2017),1,378,0.22,2,1,1,7.16,1.5,1,2
yxj92,zhang et al (2017),1,378,0.29,2,1,1,7.16,1.5,1,2
yxj92,zhang et al (2017),1,378,0.3,2,2,1,8.58,2,1,2
yxj92,zhang et al (2017),1,378,0.23,2,3,1,8.58,2,1,2
yxj92,zhang et al (2017),1,378,0.16,3,1,1,7.16,1.5,1,2
yxj92,zhang et al (2017),1,378,0.23,3,1,1,7.16,1.5,1,2
yxj92,zhang et al (2017),1,378,0.15,3,2,1,8.58,2,1,2
yxj92,zhang et al (2017),1,378,0.15,3,3,1,8.58,2,1,2
yxj93,Korpipaa(2017),1,1335,0.19,1,2,2,8,3.5,1,1
yxj93,Korpipaa(2017),1,1335,0.24,2,2,2,8,3.5,1,1
yxj94,Fung (2015),0,413,0.111,3,3,1,8,3.5,1,1
yxj94,Fung (2015),0,413,0.153,3,2,1,8,3.5,1,1
yxj94,Fung (2015),0,413,0.158,3,2,1,8,3.5,1,1
